"IPAddress","DNS","Location"
"189.90.255.42","ip-189-90-255-42.isp.valenet.com.br","Bar?o de Cocais, Minas Gerais, BR"
"143.255.52.90","oxt-143-255-52-90.oxentenet.com","Campo Alegre de Lourdes, Bahia, BR"
"200.223.84.251","DNS not found","Salvador, Bahia, BR"
"179.96.232.244","DNS not found","Senhor do Bonfim, Bahia, BR"
"201.46.28.159","201.46.28.159.access.a85.com.br","Santo Andr?, S?o Paulo, BR"
"144.22.253.223","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.1.177.133","187-1-177-133.centurytelecom.net.br","Belo Horizonte, Minas Gerais, BR"
"200.169.15.153","200-169-15-153.centurytelecom.net.br","Brumadinho, Minas Gerais, BR"
"200.175.252.133","200.175.252.133.static.gvt.net.br","Cuiab?, Mato Grosso, BR"
"179.107.81.82","DNS not found","Brusque, Santa Catarina, BR"
"187.75.117.148","187-75-117-148.dsl.telesp.net.br","Guarulhos, S?o Paulo, BR"
"189.57.47.250","189-57-47-250.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"177.155.134.147","mx.crediplanalto.com.br","S?o Paulo, S?o Paulo, BR"
"189.58.105.218","precode.static.gvt.net.br","Maring?, Paran?, BR"
"201.86.117.242","corporativo.gvt.net.br","Belo Horizonte, Minas Gerais, BR"
"179.191.69.196","mvx-179-191-69-196.mundivox.com","S?o Paulo, S?o Paulo, BR"
"186.200.205.59","186-200-205-59.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"189.8.84.242","remote.metrics.com.br","Itapevi, S?o Paulo, BR"
"201.6.98.19","c9066213.virtua.com.br","S?o Paulo, S?o Paulo, BR"
"200.192.97.170","170.97.192.200.dynamic.ampernet.com.br","Ponta Grossa, Paran?, BR"
"191.13.71.48","191-13-71-48.user.vivozap.com.br","S?o Paulo, S?o Paulo, BR"
"189.55.193.216","bd37c1d8.static.virtua.com.br","S?o Bernardo do Campo, S?o Paulo, BR"
"189.39.47.140","189-039-047-140.static.spo.ctbc.com.br","S?o Paulo, S?o Paulo, BR"
"177.69.56.225","177-069-056-225.static.ctbctelecom.com.br","Campinas, S?o Paulo, BR"
"200.222.86.227","DNS not found","S?o Gon?alo, Rio de Janeiro, BR"
"192.140.70.250","192-140-70-250.infoworld.net.br","Quat?, S?o Paulo, BR"
"179.104.43.231","179-104-043-231.xd-dynamic.algarnetsuper.com.br","Osasco, S?o Paulo, BR"
"189.101.188.52","bd65bc34.virtua.com.br","Sorocaba, S?o Paulo, BR"
"187.1.172.178","DNS not found","Olinda, Pernambuco, BR"
"179.108.85.146","179-108-85-146.netturbo.com.br","Caieiras, S?o Paulo, BR"
"177.135.114.106","corporativo.static.gvt.net.br","Curitiba, Paran?, BR"
"177.107.144.130","voip01.minasgerais.sodecia.com","Sete Lagoas, Minas Gerais, BR"
"189.84.212.138","189.84.212-138.dinamicatelecom.net.br","Vit?ria, Esp?rito Santo, BR"
"201.65.92.19","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"201.48.222.122","201-048-222-122.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"189.84.216.18","189.84.216-18.dinamicatelecom.net.br","Vila Velha, Esp?rito Santo, BR"
"189.112.15.105","189-112-015-105.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"187.32.81.253","187-032-081-253.static.ctbctelecom.com.br","Pouso Alegre, Minas Gerais, BR"
"143.255.15.120","DNS not found","Nova Hartz, Rio Grande do Sul, BR"
"45.5.91.160","DNS not found","Abreu e Lima, Pernambuco, BR"
"177.101.245.210","177-101-245-210.static.algartelecom.com.br","Porto Alegre, Rio Grande do Sul, BR"
"189.39.32.185","189-039-032-185.static.spo.ctbc.com.br","S?o Paulo, S?o Paulo, BR"
"177.55.160.30","DNS not found","S?o Paulo, S?o Paulo, BR"
"45.7.234.69","DNS not found","Osasco, S?o Paulo, BR"
"187.95.124.146","146.124.95.187.static.liggatelecom.com.br","Curitiba, Paran?, BR"
"187.109.40.58","187-109-40-58.ultra.net.br","S?o Paulo, S?o Paulo, BR"
"201.73.179.165","DNS not found","Viana, Esp?rito Santo, BR"
"189.58.109.170","corporativo170.static.gvt.net.br","Londrina, Paran?, BR"
"201.48.29.200","201-048-029-200.static.ctbctelecom.com.br","Jundia?, S?o Paulo, BR"
"186.225.101.154","DNS not found","S?o Paulo, S?o Paulo, BR"
"189.39.121.210","210.121.39.189.smart.net.br","Recife, Pernambuco, BR"
"189.38.110.27","189-38-110-27.static.ctbctelecom.com.br","Barueri, S?o Paulo, BR"
"189.80.29.98","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"187.73.238.38","bb49ee26.vix.intervip.com.br","Vit?ria, Esp?rito Santo, BR"
"187.103.135.10","mx4.luchesiadv.com.br","S?o Paulo, S?o Paulo, BR"
"187.60.48.245","DNS not found","S?o Paulo, S?o Paulo, BR"
"189.50.9.226","DNS not found","Vit?ria, Esp?rito Santo, BR"
"201.54.15.146","DNS not found","S?o Paulo, S?o Paulo, BR"
"189.112.99.82","189-112-099-082.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.222.252.250","250.252.222.177.in-addr.arpa.verointernet.com.br","Ipatinga, Minas Gerais, BR"
"201.48.29.205","201-048-029-205.static.ctbctelecom.com.br","Jundia?, S?o Paulo, BR"
"201.6.255.110","c906ff6e.static.spo.virtua.com.br","S?o Paulo, S?o Paulo, BR"
"189.1.167.112","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.184.132.202","DNS not found","Sobral, Cear?, BR"
"179.190.46.233","179-190-46-233.rev.ascentynet.com.br","Santana de Parna?ba, S?o Paulo, BR"
"177.142.170.78","b18eaa4e.virtua.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"189.39.127.110","110.127.39.189.smart.net.br","Olinda, Pernambuco, BR"
"186.200.205.60","186-200-205-60.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"179.108.56.53","ip-179.108.56.53.redeatel.com.br","Petrolina, Pernambuco, BR"
"189.44.73.186","189-44-73-186.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.155.147.218","corp1.spo3.jundiai.netcintra.com.br","S?o Paulo, S?o Paulo, BR"
"201.6.114.229","kitheit.com.br","S?o Paulo, S?o Paulo, BR"
"200.252.17.10","DNS not found","Bras?lia, Federal District, BR"
"179.190.97.144","179-190-97-144.unifique.net","Blumenau, Santa Catarina, BR"
"191.13.249.240","191-13-249-240.user.vivozap.com.br","S?o Paulo, S?o Paulo, BR"
"177.201.114.45","DNS not found","Goi?nia, Goi?s, BR"
"200.146.225.81","200-146-225-081.xf-static.ctbcnetsuper.com.br","S?o Paulo, S?o Paulo, BR"
"190.89.23.226","DNS not found","S?o Paulo, S?o Paulo, BR"
"144.22.233.166","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.101.192.196","d15v3.grandepergunta.net.br","Porto Alegre, Rio Grande do Sul, BR"
"187.32.118.10","187-032-118-010.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.223.60.32","DNS not found","Jo?o Pessoa, Para?ba, BR"
"186.201.48.2","DNS not found","S?o Paulo, S?o Paulo, BR"
"189.56.26.242","189-56-26-242.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.155.135.86","200-155-135-86.static.telium.net.br","S?o Paulo, S?o Paulo, BR"
"187.8.215.2","DNS not found","S?o Paulo, S?o Paulo, BR"
"191.23.55.93","191-23-55-93.user.vivozap.com.br","Campinas, S?o Paulo, BR"
"201.23.3.114","DNS not found","Fortaleza, Cear?, BR"
"191.241.20.85","85-20-241-191.to.imf.net.br","Palmas, Tocantins, BR"
"189.91.72.86","mvx-189-91-72-86.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"177.37.166.174","DNS not found","Fortaleza, Cear?, BR"
"200.150.121.18","18.121.150.200.static.liggatelecom.com.br","Curitiba, Paran?, BR"
"187.51.140.122","DNS not found","S?o Paulo, S?o Paulo, BR"
"45.70.85.49","DNS not found","Ara?atuba, S?o Paulo, BR"
"187.84.206.150","187-84-206-150.static.algartelecom.com.br","Porto Alegre, Rio Grande do Sul, BR"
"138.36.1.152","138-36-1-152.texnet.net.br","Fortaleza, Cear?, BR"
"201.20.98.195","201-20-98-195.mobtelecom.com.br","Maracana?, Cear?, BR"
"186.225.219.29","186-225-219-029.fastnet.net.br","S?o Gon?alo do Sapuca?, Minas Gerais, BR"
"177.73.186.94","177-73-186-94.unifique.net","Videira, Santa Catarina, BR"
"186.236.73.30","186.236.73.30.nipbr.com","Ca?apava, S?o Paulo, BR"
"179.151.137.75","179-151-137-75.user.vivozap.com.br","Cordeir?polis, S?o Paulo, BR"
"131.255.82.130","131-255-82-130.dynamic.logicpro.com.br","Manaus, Amazonas, BR"
"200.108.160.249","inet-160-249.inetdns.com.br","Patos de Minas, Minas Gerais, BR"
"177.71.72.226","177-71-72-226.ptr.quick.com.br","Volta Redonda, Rio de Janeiro, BR"
"187.86.132.254","ip-187-86-132-254.vetorialnet.com.br","Pelotas, Rio Grande do Sul, BR"
"168.227.203.113","DNS not found","Belo Horizonte, Minas Gerais, BR"
"45.175.34.151","45-175-34-151.nmultifibra.com.br","Cotia, S?o Paulo, BR"
"179.162.34.125","marajarefrigerantes.static.gvt.net.br","Bras?lia, Federal District, BR"
"177.105.66.178","66-105-177-178.netprimus.net.br","Cabo de Santo Agostinho, Pernambuco, BR"
"200.199.251.66","DNS not found","Bras?lia, Federal District, BR"
"186.251.254.206","ip-186.251.254-206.seanetcarazinho.com.br","Carazinho, Rio Grande do Sul, BR"
"200.210.29.178","casbclab-G0-6-1-13-210-uacc01.cas.embratel.net.br","S?o Paulo, S?o Paulo, BR"
"179.191.73.174","DNS not found","S?o Paulo, S?o Paulo, BR"
"201.49.181.225","201-49-181-225.uctele.com","Itapecerica da Serra, S?o Paulo, BR"
"177.69.8.130","177-069-008-130.static.ctbctelecom.com.br","Cubat?o, S?o Paulo, BR"
"128.201.64.155","DNS not found","Serra Azul de Minas, Minas Gerais, BR"
"189.127.8.118","189.127.8.118.nipcable.com","S?o Jos? dos Campos, S?o Paulo, BR"
"200.222.64.226","DNS not found","Tr?s Rios, Rio de Janeiro, BR"
"177.66.30.77","177-66-30-77.brsulnet.net.br","Vacaria, Rio Grande do Sul, BR"
"187.102.162.170","mvx-187-102-162-170.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"177.135.215.234","177.135.215.234.dynamic.adsl.gvt.net.br","Manaus, Amazonas, BR"
"177.124.207.74","mvx-177-124-207-74.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"187.120.6.250","smtp-gw.cosmoquimica.com.br","Barueri, S?o Paulo, BR"
"201.48.29.195","201-048-029-195.static.ctbctelecom.com.br","Jundia?, S?o Paulo, BR"
"187.75.64.33","187-75-64-33.dsl.telesp.net.br","S?o Paulo, S?o Paulo, BR"
"187.95.123.175","175.123.95.187.static.liggatelecom.com.br","Curitiba, Paran?, BR"
"189.90.51.146","189-90-51-146.unifique.net","Palho?a, Santa Catarina, BR"
"189.56.135.83","189-56-135-83.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.219.207.94","static.200.219.207.94.datacenter1.com.br","S?o Paulo, S?o Paulo, BR"
"177.67.207.20","177-67-207-20.unifique.net","Itaja?, Santa Catarina, BR"
"186.216.197.13","186-216-197-13.yiptelecom.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"187.51.56.19","187-51-56-19.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.49.44.142","200-49-44-142.static.algartelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.125.242.17","DNS not found","Ipor? do Oeste, Santa Catarina, BR"
"189.28.191.130","189.28.191.130.sysdata.static.engeplus.com.br","Cocal do Sul, Santa Catarina, BR"
"189.127.8.78","189.127.8.78.nipcable.com","S?o Jos? dos Campos, S?o Paulo, BR"
"200.153.20.234","mx3.luchesiadv.com.br","S?o Paulo, S?o Paulo, BR"
"189.127.6.170","DNS not found","S?o Jos? dos Campos, S?o Paulo, BR"
"189.33.236.99","bd21ec63.virtua.com.br","S?o Paulo, S?o Paulo, BR"
"200.140.88.26","200-140-88-26.cpece705.dsl.brasiltelecom.net.br","Bras?lia, Federal District, BR"
"177.43.75.154","senacdf.static.gvt.net.br","Bras?lia, Federal District, BR"
"186.194.111.26","186-194-111-26.static.sumicity.net.br","Tr?s Rios, Rio de Janeiro, BR"
"201.16.219.251","201-016-219-251.xf-static.ctbcnetsuper.com.br","S?o Paulo, S?o Paulo, BR"
"187.16.8.155","187.16.8.155.sustentatelecom.com.br","Santa B?rbara d'Oeste, S?o Paulo, BR"
"187.62.18.122","r308-pb-jacuimirim.ibys.com.br","Londrina, Paran?, BR"
"201.91.194.164","201-91-194-164.customer.tdatabrasil.net.br","Bragan?a Paulista, S?o Paulo, BR"
"179.106.99.17","179-106-99-17.spdlink.com.br","Belo Horizonte, Minas Gerais, BR"
"200.155.28.134","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"45.172.103.125","DNS not found","Guarapari, Esp?rito Santo, BR"
"200.219.168.14","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.186.209.194","194.209.186.200.sta.impsat.net.br","S?o Paulo, S?o Paulo, BR"
"189.45.8.165","189-45-8-165.moebius.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"191.31.125.154","191.31.125.154.dynamic.adsl.gvt.net.br","Fortaleza, Cear?, BR"
"177.75.163.122","122-163.75.177.gegnet.com.br","Pinheiro Preto, Santa Catarina, BR"
"179.107.85.90","DNS not found","Bel?m, Par?, BR"
"131.221.128.242","131-221-128-242.directwifi.com.br","Curitiba, Paran?, BR"
"168.227.251.159","smtp.vinhosdomundo.com.br","S?o Paulo, S?o Paulo, BR"
"187.72.143.122","DNS not found","Osasco, S?o Paulo, BR"
"200.252.235.18","DNS not found","Bras?lia, Federal District, BR"
"201.82.40.234","c95228ea.virtua.com.br","Campinas, S?o Paulo, BR"
"179.252.20.171","DNS not found","Porto Velho, Rond?nia, BR"
"186.193.230.107","186-193-230-107.dedicated.ctitel.com.br","S?o Bernardo do Campo, S?o Paulo, BR"
"131.0.117.109","131-0-117-109.ollatelecom.net.br","Porto Velho, Rond?nia, BR"
"168.205.124.48","168-205-124-48.host.brasildigital.net.br","Porto Velho, Rond?nia, BR"
"179.191.33.27","DNS not found","Serra, Esp?rito Santo, BR"
"200.211.19.66","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.103.248.56","187-103-248-56.adyl.net.br","Canela, Rio Grande do Sul, BR"
"189.59.9.218","senacdf.static.gvt.net.br","Bras?lia, Federal District, BR"
"177.37.175.73","177-37-175-73-tmp.static.brisanet.net.br","Fortaleza, Cear?, BR"
"200.219.82.18","DNS not found","Bras?lia, Federal District, BR"
"201.59.218.66","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"186.209.50.146","186-209-50-146.netturbo.com.br","S?o Paulo, S?o Paulo, BR"
"45.165.216.97","DNS not found","Urua?u, Goi?s, BR"
"131.72.153.162","131-72-153-162.host.nbstelecom.psi.br","Ariquemes, Rond?nia, BR"
"189.89.223.114","189-089-223-114.static.stratus.com.br","Lavras, Minas Gerais, BR"
"187.38.51.151","bb263397.virtua.com.br","S?o Paulo, S?o Paulo, BR"
"177.23.255.66","DNS not found","Barreiras, Bahia, BR"
"187.1.180.214","planextelecom.com.br","Belo Horizonte, Minas Gerais, BR"
"200.247.208.18","DNS not found","Joinville, Santa Catarina, BR"
"201.38.219.210","DNS not found","Bras?lia, Federal District, BR"
"201.48.222.124","201-048-222-124.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"200.205.90.18","200-205-90-18.customer.telesp.net.br","S?o Paulo, S?o Paulo, BR"
"187.87.130.121","187-87-130-121.p2p.dc.surfix.nlink.com.br","Recife, Pernambuco, BR"
"189.39.115.90","90.115.39.189.smart.net.br","Recife, Pernambuco, BR"
"187.38.85.254","bb2655fe.virtua.com.br","S?o Paulo, S?o Paulo, BR"
"200.170.190.201","200-170-190-201.xf-static.ctbcnetsuper.com.br","Osasco, S?o Paulo, BR"
"138.0.22.16","DNS not found","Petrolina, Pernambuco, BR"
"45.232.31.21","DNS not found","S?o Paulo, S?o Paulo, BR"
"201.48.222.226","ns1.sauderesidencia.com.br","Jo?o Pessoa, Para?ba, BR"
"189.2.196.98","DNS not found","Barueri, S?o Paulo, BR"
"187.19.205.4","187-19-205-4-tmp.static.brisanet.net.br","Fortaleza, Cear?, BR"
"177.101.127.14","e-servicos.massaranduba.sc.gov.br","Blumenau, Santa Catarina, BR"
"201.64.158.34","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.214.6.162","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"179.191.64.18","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.105.63.148","bb693f94.virtua.com.br","Salvador, Bahia, BR"
"200.170.159.129","mailer2.goop.com.br","Indaiatuba, S?o Paulo, BR"
"189.26.13.18","189.26.13.18.dynamic.adsl.gvt.net.br","Curitiba, Paran?, BR"
"189.58.106.158","corporativo.static.gvt.net.br","Toledo, Paran?, BR"
"192.140.70.254","192-140-70-254.infoworld.net.br","Quat?, S?o Paulo, BR"
"177.8.170.139","DNS not found","Jundia?, S?o Paulo, BR"
"138.204.201.90","138.204.201.90.newgrouptelecom.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"186.235.54.114","186-235-54-114.inorpelcybersecurity.com.br","Cabedelo, Para?ba, BR"
"177.44.191.252","DNS not found","Fortaleza, Cear?, BR"
"45.189.176.122","static-45-189-176-122.stlk.com.br","Colombo, Paran?, BR"
"177.207.199.138","LF.static.host.gvt.net.br","Rio de Janeiro, Rio de Janeiro, BR"
"177.43.75.186","senacdf.static.gvt.net.br","Bras?lia, Federal District, BR"
"200.178.195.34","DNS not found","Porto Alegre, Rio Grande do Sul, BR"
"189.111.204.179","189-111-204-179.dsl.telesp.net.br","Praia Grande, S?o Paulo, BR"
"177.75.172.66","66-172.75.177.infopasa.com.br","Videira, Santa Catarina, BR"
"200.238.81.62","DNS not found","Recife, Pernambuco, BR"
"187.58.135.142","panamerican.static.gvt.net.br","Porto Alegre, Rio Grande do Sul, BR"
"168.194.64.177","static-177.provedorlive.com.br","Recife, Pernambuco, BR"
"186.215.100.82","melitta.static.gvt.net.br","Belo Horizonte, Minas Gerais, BR"
"177.71.72.202","177-71-72-202.ptr.quick.com.br","Volta Redonda, Rio de Janeiro, BR"
"187.28.55.2","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"177.190.214.111","DNS not found","Cuiab?, Mato Grosso, BR"
"201.23.3.90","DNS not found","Fortaleza, Cear?, BR"
"186.235.54.82","noc.inorpel.com.br","Cabedelo, Para?ba, BR"
"177.75.172.74","74-172.75.177.infopasa.com.br","Videira, Santa Catarina, BR"
"201.48.54.33","201-048-054-033.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.38.97.18","177-38-97-18.netway.psi.br","Nova Igua?u, Rio de Janeiro, BR"
"191.217.83.130","191.217.83.130.brasiltelecom.net.br","Bras?lia, Federal District, BR"
"177.69.27.249","177-069-027-249.static.ctbctelecom.com.br","Osasco, S?o Paulo, BR"
"186.200.205.58","mail.ourinhossupermercado.com.br","S?o Paulo, S?o Paulo, BR"
"200.0.37.114","200-0-37-114.brdigital.net.br","Bras?lia, Federal District, BR"
"186.208.71.58","186-208-71-58.veloo.com.br","Arapiraca, Alagoas, BR"
"170.82.183.196","seatelecom.com.br","Salin?polis, Par?, BR"
"189.56.11.106","189-56-11-106.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"177.74.113.26","DNS not found","Tr?s Rios, Rio de Janeiro, BR"
"177.92.76.130","mvx-177-92-76-130.mundivox.com","S?o Paulo, S?o Paulo, BR"
"177.43.241.138","corporativo.static.gvt.net.br","Canoas, Rio Grande do Sul, BR"
"201.65.162.98","DNS not found","Fortaleza, Cear?, BR"
"187.108.119.47","187-108-119-47.static.sumicity.net.br","Campos Gerais, Minas Gerais, BR"
"187.51.36.66","187-51-36-66.customer.tdatabrasil.net.br","Guaratinguet?, S?o Paulo, BR"
"177.126.81.67","177.126.81.67.novatelecom.com.br","Palmas, Tocantins, BR"
"177.190.195.149","177-190-195-149.dedicated.ctitel.com.br","S?o Bernardo do Campo, S?o Paulo, BR"
"189.114.139.74","inetserver.cinex.com.br","Bento Gon?alves, Rio Grande do Sul, BR"
"200.240.242.7","200-240-242-7.adyl.net.br","Garibaldi, Rio Grande do Sul, BR"
"179.255.0.154","DNS not found","Bras?lia, Federal District, BR"
"189.111.49.119","189-111-49-119.dsl.telesp.net.br","S?o Paulo, S?o Paulo, BR"
"177.207.165.148","177.207.165.148.static.gvt.net.br","Rio de Janeiro, Rio de Janeiro, BR"
"131.255.82.237","131-255-82-237.dynamic.logicpro.com.br","Manaus, Amazonas, BR"
"168.227.251.98","168-227-251-98.7lan.net","S?o Paulo, S?o Paulo, BR"
"177.69.25.252","177-069-025-252.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.70.158.2","user-177-70-158-2.inova.net.br","Serop?dica, Rio de Janeiro, BR"
"177.92.86.58","mvx-177-92-86-58.mundivox.com","S?o Paulo, S?o Paulo, BR"
"187.95.159.70","70.159.95.187.static.horizonstelecom.com.br","Curitiba, Paran?, BR"
"177.135.138.162","transmartins.static.gvt.net.br","Serra, Esp?rito Santo, BR"
"201.76.166.50","ecowall.elcotour.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"201.23.86.50","DNS not found","S?o Paulo, S?o Paulo, BR"
"179.189.251.162","DNS not found","Olinda, Pernambuco, BR"
"200.170.250.98","200-170-250-98.static.telium.net.br","S?o Paulo, S?o Paulo, BR"
"201.23.3.50","DNS not found","Fortaleza, Cear?, BR"
"187.109.190.3","187-109-190-3.as28220.net","Guaxup?, Minas Gerais, BR"
"200.192.250.246","DNS not found","Curitiba, Paran?, BR"
"20.197.235.112","DNS not found","S?o Paulo, S?o Paulo, BR"
"191.209.53.209","191-209-53-209.user.vivozap.com.br","S?o Paulo, S?o Paulo, BR"
"138.185.144.77","DNS not found","Quixeramobim, Cear?, BR"
"200.142.125.138","mvx-200-142-125-138.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"177.92.123.122","mvx-177-92-123-122.mundivox.com","S?o Paulo, S?o Paulo, BR"
"187.72.66.137","187-072-066-137.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"187.50.94.218","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.232.212.184","200-232-212-184.dsl.telesp.net.br","Ribeir?o Preto, S?o Paulo, BR"
